1,1,1,1,1,1,3,7,12603444.199
1,1,1,1,2,1,3,7,29192700
1,1,1,1,3,1,3,7,385800
1,1,1,1,4,1,3,7,11650000
1,1,1,1,5,1,3,7,70555.556
1,1,1,1,6,1,3,7,7882269.231
1,1,1,1,2,1,3,8,87578100
1,1,2,1,1,2,3,7,412005550
1,1,2,1,2,2,3,7,144967800
1,1,2,1,3,2,3,7,90000
1,1,2,1,4,2,3,7,49751333.333
1,1,2,1,6,2,3,7,6271615.385
1,1,2,1,2,2,3,8,434903400
1,1,3,1,2,3,3,7,10477500
1,1,3,1,3,3,3,7,181200
1,1,3,1,4,3,3,7,2803444.444
1,1,3,1,6,3,3,7,784582.418
1,1,3,1,2,3,3,8,31432500
1,1,4,1,2,4,3,7,1817100
1,1,4,1,4,4,3,7,684222.222
1,1,4,1,6,4,3,7,145087.912
1,1,4,1,2,4,3,8,5451300
1,1,5,1,1,5,3,7,163658639.335
1,1,5,1,2,5,3,7,98248050
1,1,5,1,3,5,3,7,39943800
1,1,5,1,4,5,3,7,33418222.222
1,1,5,1,5,5,3,7,3061888.889
1,1,5,1,6,5,3,7,27374489.011
1,1,5,1,2,5,3,8,294744150
